4822282;utility;G09B;Active Learning
8155960;utility;G10L;Unsupervised Learning
8161028;utility;G06F;Semi-Supervised Learning
8195582;utility;G06N;Supervised Learning
8204128;utility;H04N;Supervised Learning
8219511;utility;G06N;Active Learning
8234228;utility;G06N;Semi-Supervised Learning
8391603;utility;G06K;Reinforcement Learning
8391603;utility;G06T;Reinforcement Learning
8391963;utility;G06K;Supervised Learning
8391963;utility;G06N;Unsupervised Learning
8391963;utility;G16H;Unsupervised Learning
8417648;utility;G06K;Supervised Learning
8487076;utility;A61K;Active Learning
8487076;utility;C07K;Active Learning
8504492;utility;G06F;Active Learning
8504493;utility;G06N;Reinforcement Learning
8554370;utility;B25J;Supervised Learning
8554370;utility;B62D;Supervised Learning
8560465;utility;G06F;Supervised Learning
8738379;utility;G10L;Active Learning
8793557;utility;G10L;Reinforcement Learning
8817655;utility;H04L;Unsupervised Learning
8819523;utility;H03M;Reinforcement Learning
8849732;utility;G06Q;Supervised Learning
8867786;utility;G06F;Supervised Learning
8867786;utility;H04N;Supervised Learning
8886357;utility;G05B;Reinforcement Learning
8930989;utility;H04N;Supervised Learning
8954373;utility;G06F;Unsupervised Learning
8996528;utility;G06N;Semi-Supervised Learning
9008391;utility;G06F;Supervised Learning
9008391;utility;G06T;Supervised Learning
9015092;utility;G06N;Unsupervised Learning
9081817;utility;G06N;Active Learning
9082079;utility;G06N;Reinforcement Learning
9104186;utility;G05B;Reinforcement Learning
9106689;utility;H04L;Semi-Supervised Learning
9146546;utility;G06N;Reinforcement Learning
9146941;utility;G06F;Semi-Supervised Learning
9173614;utility;A61B;Unsupervised Learning
9173614;utility;G06N;Unsupervised Learning
9218390;utility;G06F;Supervised Learning
9240177;utility;G10L;Active Learning
9317958;utility;H04N;Active Learning
9361586;utility;G06N;Unsupervised Learning
9426022;utility;H04L;Active Learning
9489042;utility;A63F;Supervised Learning
9489042;utility;G06K;Supervised Learning
9489042;utility;G06T;Supervised Learning
9532180;utility;H04W;Unsupervised Learning
9639598;utility;G06K;Semi-Supervised Learning
9655564;utility;G06K;Unsupervised Learning
9659560;utility;G06F;Unsupervised Learning
9672814;utility;G06F;Unsupervised Learning
9672814;utility;G10L;Unsupervised Learning
9818297;utility;G08G;Reinforcement Learning
9846844;utility;G06F;Active Learning
9852379;utility;G06F;Supervised Learning
9911033;utility;G06K;Supervised Learning
9911033;utility;G06T;Supervised Learning
9922272;utility;G06T;Supervised Learning
9949714;utility;A61B;Supervised Learning
9977430;utility;G06K;Reinforcement Learning
9984147;utility;G06N;Semi-Supervised Learning
4897811;utility;G06K;Unsupervised Learning
4979126;utility;G06N;Supervised Learning
5155801;utility;G06N;Supervised Learning
5303330;utility;G06K;Supervised Learning
5566273;utility;G06K;Supervised Learning
5675710;utility;G06K;Supervised Learning
6572542;utility;G06F;Reinforcement Learning
6643639;utility;G06F;Supervised Learning
6785676;utility;G06Q;Supervised Learning
6850920;utility;G06F;Supervised Learning
6954744;utility;G06N;Supervised Learning
7174354;utility;G06F;Reinforcement Learning
7174354;utility;Y10S;Reinforcement Learning
7292982;utility;G10L;Unsupervised Learning
7562060;utility;G06K;Semi-Supervised Learning
7606425;utility;G06K;Unsupervised Learning
7742806;utility;A61B;Unsupervised Learning
7742806;utility;G06N;Unsupervised Learning
7970767;utility;G06F;Semi-Supervised Learning
8001061;utility;G06N;Supervised Learning
8050473;utility;G06K;Supervised Learning
8117203;utility;G06F;Unsupervised Learning
8175982;utility;G06N;Reinforcement Learning
8200661;utility;G06F;Supervised Learning
8243991;utility;G06K;Unsupervised Learning
8244730;utility;G06F;Supervised Learning
8275722;utility;G06Q;Active Learning
8315446;utility;G06K;Supervised Learning
8321220;utility;G10L;Semi-Supervised Learning
8324345;utility;A61K;Active Learning
8429097;utility;H04L;Reinforcement Learning
8438248;utility;H04L;Reinforcement Learning
8468041;utility;G06Q;Reinforcement Learning
8504504;utility;H04L;Reinforcement Learning
8554370;utility;G06N;Supervised Learning
8560465;utility;G06N;Supervised Learning
8612463;utility;G06Q;Supervised Learning
8626565;utility;G08G;Reinforcement Learning
8650138;utility;G06K;Active Learning
8726144;utility;G06F;Active Learning
8738379;utility;H04M;Active Learning
8744557;utility;G06K;Unsupervised Learning
8788439;utility;G06N;Reinforcement Learning
8812274;utility;G06N;Unsupervised Learning
8817655;utility;G06K;Unsupervised Learning
8819523;utility;G10L;Reinforcement Learning
8825481;utility;G10L;Semi-Supervised Learning
8849790;utility;G06F;Active Learning
8875267;utility;H04L;Active Learning
8897767;utility;G05B;Reinforcement Learning
8938116;utility;G06K;Supervised Learning
8943008;utility;G06N;Reinforcement Learning
8954373;utility;G06N;Unsupervised Learning
8954373;utility;G16H;Unsupervised Learning
8996528;utility;G06F;Semi-Supervised Learning
9008391;utility;G16H;Supervised Learning
9081817;utility;G06F;Active Learning
9087236;utility;G06K;Unsupervised Learning
9104186;utility;G06N;Unsupervised Learning
9129158;utility;G06K;Unsupervised Learning
9129158;utility;G06T;Unsupervised Learning
9146546;utility;G05B;Supervised Learning
9146941;utility;G06F;Supervised Learning
9177207;utility;G06K;Supervised Learning
9177207;utility;G06T;Supervised Learning
9197913;utility;H04N;Supervised Learning
9213910;utility;G06K;Reinforcement Learning
9218390;utility;G06F;Semi-Supervised Learning
9223831;utility;G06Q;Supervised Learning
9325783;utility;G06F;Supervised Learning
9353151;utility;A61K;Active Learning
9373163;utility;G06T;Reinforcement Learning
9471064;utility;G08G;Active Learning
9495640;utility;G06F;Unsupervised Learning
9569735;utility;H04L;Supervised Learning
9593952;utility;G01S;Reinforcement Learning
9622133;utility;H04W;Reinforcement Learning
9659560;utility;G06N;Unsupervised Learning
9659560;utility;G10L;Unsupervised Learning
9691008;utility;G06F;Supervised Learning
9721213;utility;G06N;Supervised Learning
9754221;utility;G06N;Reinforcement Learning
9767419;utility;G06N;Active Learning
9782118;utility;A61B;Supervised Learning
9846844;utility;G06N;Active Learning
9846844;utility;G16H;Active Learning
9852379;utility;G06N;Supervised Learning
9905222;utility;G10L;Active Learning
9942085;utility;G06N;Reinforcement Learning
9942085;utility;H04B;Unsupervised Learning
9946933;utility;G06K;Supervised Learning
9978001;utility;H04L;Supervised Learning
9984147;utility;G06F;Semi-Supervised Learning
4613975;utility;H04L;Supervised Learning
5283838;utility;G06K;Supervised Learning
5448681;utility;G06N;Unsupervised Learning
5675710;utility;G06F;Supervised Learning
5699449;utility;G06K;Supervised Learning
6115708;utility;G06F;Unsupervised Learning
6574378;utility;G06K;Unsupervised Learning
6697998;utility;G06F;Supervised Learning
7054757;utility;B01J;Supervised Learning
7177743;utility;B60W;Unsupervised Learning
7292976;utility;G06F;Active Learning
7299213;utility;G06N;Supervised Learning
7308134;utility;G06K;Supervised Learning
7353214;utility;G06N;Supervised Learning
7409335;utility;G06F;Supervised Learning
7412425;utility;G06K;Semi-Supervised Learning
7440857;utility;B64C;Supervised Learning
7483864;utility;G06N;Active Learning
7519529;utility;G06F;Supervised Learning
7587064;utility;G06K;Active Learning
7689413;utility;G10L;Supervised Learning
7865492;utility;G06F;Supervised Learning
7941491;utility;H04L;Unsupervised Learning
7996343;utility;G06K;Supervised Learning
8041442;utility;Y02P;Reinforcement Learning
8117138;utility;G06N;Active Learning
8200587;utility;G06Q;Unsupervised Learning
8234228;utility;G06K;Semi-Supervised Learning
8391963;utility;G06K;Unsupervised Learning
8392346;utility;G06N;Reinforcement Learning
8422797;utility;G06K;Active Learning
8428241;utility;H04M;Semi-Supervised Learning
8504492;utility;G06F;Semi-Supervised Learning
8560477;utility;G06K;Supervised Learning
8626565;utility;G01C;Reinforcement Learning
8626565;utility;G06Q;Reinforcement Learning
8650033;utility;G10L;Active Learning
8676805;utility;G06N;Semi-Supervised Learning
8726144;utility;G06K;Active Learning
8817655;utility;H04L;Supervised Learning
8824783;utility;G06N;Semi-Supervised Learning
8824783;utility;H04N;Supervised Learning
8832790;utility;G06F;Unsupervised Learning
8843490;utility;G06F;Unsupervised Learning
8930989;utility;G06Q;Supervised Learning
8938116;utility;G06T;Supervised Learning
8943008;utility;G05B;Reinforcement Learning
8973096;utility;H04L;Unsupervised Learning
8990133;utility;G06N;Supervised Learning
8996177;utility;B25J;Reinforcement Learning
9002100;utility;G06K;Active Learning
9008391;utility;A61B;Supervised Learning
9015092;utility;G06N;Reinforcement Learning
9045531;utility;A61K;Active Learning
9087236;utility;G06F;Unsupervised Learning
9104186;utility;G05B;Supervised Learning
9167554;utility;H04W;Supervised Learning
9173614;utility;A61B;Supervised Learning
9176987;utility;G06F;Supervised Learning
9176987;utility;G06T;Supervised Learning
9197913;utility;G06Q;Supervised Learning
9235813;utility;G06N;Supervised Learning
9272204;utility;G09B;Active Learning
9297918;utility;G01V;Active Learning
9349092;utility;G06N;Reinforcement Learning
9372637;utility;G06F;Unsupervised Learning
9373163;utility;B23K;Reinforcement Learning
9373163;utility;G06K;Reinforcement Learning
9373174;utility;G06K;Active Learning
9373174;utility;G06T;Active Learning
9406292;utility;H04M;Active Learning
9415778;utility;G06N;Supervised Learning
9426022;utility;G06F;Active Learning
9489617;utility;G06N;Unsupervised Learning
9497204;utility;G06N;Supervised Learning
9576240;utility;G06N;Supervised Learning
9622133;utility;H04B;Reinforcement Learning
9646262;utility;G06N;Unsupervised Learning
9655564;utility;G06N;Supervised Learning
9655564;utility;G16H;Supervised Learning
9661163;utility;H04N;Supervised Learning
9691008;utility;G06K;Supervised Learning
9721558;utility;G10L;Active Learning
9767419;utility;H04L;Active Learning
9772871;utility;G06F;Semi-Supervised Learning
9842301;utility;G06F;Supervised Learning
9858327;utility;G06F;Unsupervised Learning
9911033;utility;G06K;Unsupervised Learning
9911033;utility;G06T;Unsupervised Learning
9942085;utility;H04W;Reinforcement Learning
9947314;utility;G06F;Supervised Learning
9977430;utility;G06N;Reinforcement Learning
9978001;utility;G06Q;Supervised Learning
9911413;utility;G06N;Reinforcement Learning
9911413;utility;G10L;Reinforcement Learning
9942085;utility;H04B;Reinforcement Learning
9942085;utility;H04L;Reinforcement Learning
9949714;utility;G06K;Supervised Learning
9967218;utility;G06N;Active Learning
9977430;utility;G01C;Reinforcement Learning
9977430;utility;G05D;Reinforcement Learning
9978001;utility;G06K;Supervised Learning
9986440;utility;H04B;Reinforcement Learning
4897811;utility;G06N;Unsupervised Learning
5245696;utility;G06K;Supervised Learning
5299285;utility;G06N;Supervised Learning
5303330;utility;G06N;Supervised Learning
5444820;utility;G06N;Supervised Learning
5448681;utility;G05B;Reinforcement Learning
5448681;utility;G05B;Unsupervised Learning
5608843;utility;G05B;Reinforcement Learning
5706402;utility;G06N;Unsupervised Learning
6018728;utility;G06K;Supervised Learning
6018728;utility;G06T;Supervised Learning
6075878;utility;G06F;Supervised Learning
6571225;utility;Y10S;Supervised Learning
6572542;utility;G16H;Reinforcement Learning
6735526;utility;G01V;Supervised Learning
6917925;utility;G06N;Reinforcement Learning
6925454;utility;G06Q;Supervised Learning
6944602;utility;G06N;Supervised Learning
7046851;utility;G06K;Unsupervised Learning
7054757;utility;C40B;Supervised Learning
7139739;utility;G06N;Supervised Learning
7395252;utility;G06Q;Reinforcement Learning
7412425;utility;G06K;Supervised Learning
7519529;utility;G06N;Supervised Learning
7562014;utility;G10L;Active Learning
7650030;utility;G06T;Unsupervised Learning
7664715;utility;G06N;Unsupervised Learning
7706610;utility;G06K;Semi-Supervised Learning
7706610;utility;G06T;Semi-Supervised Learning
7742806;utility;G06K;Supervised Learning
7761182;utility;G09G;Active Learning
7840522;utility;G06F;Supervised Learning
8001061;utility;G06N;Unsupervised Learning
8005784;utility;Y10S;Supervised Learning
8010357;utility;G10L;Active Learning
8041442;utility;G05B;Reinforcement Learning
8176011;utility;H04L;Reinforcement Learning
8280719;utility;G06F;Active Learning
8301406;utility;G06K;Reinforcement Learning
8315446;utility;G06K;Unsupervised Learning
8324345;utility;Y02A;Active Learning
8352244;utility;G06F;Active Learning
8442330;utility;G06K;Semi-Supervised Learning
8442330;utility;G06T;Semi-Supervised Learning
8494837;utility;G06F;Active Learning
8498950;utility;G06N;Active Learning
8527432;utility;G06N;Semi-Supervised Learning
8560477;utility;G06K;Semi-Supervised Learning
8676805;utility;G06F;Semi-Supervised Learning
8744557;utility;A61B;Supervised Learning
8744557;utility;G06N;Supervised Learning
8812274;utility;G06K;Unsupervised Learning
8812274;utility;G06N;Supervised Learning
8817655;utility;G06K;Supervised Learning
8824783;utility;G06N;Supervised Learning
8824783;utility;H04N;Semi-Supervised Learning
8886357;utility;Y10S;Reinforcement Learning
8897767;utility;H04W;Reinforcement Learning
8909514;utility;G10L;Unsupervised Learning
8909567;utility;G06Q;Reinforcement Learning
8973096;utility;G06Q;Unsupervised Learning
8996177;utility;G06N;Reinforcement Learning
9045531;utility;C07K;Active Learning
9045531;utility;C12N;Active Learning
9087236;utility;G06K;Supervised Learning
9104186;utility;G06N;Reinforcement Learning
9106689;utility;G06F;Supervised Learning
9135570;utility;G06N;Active Learning
9173614;utility;G16H;Unsupervised Learning
9176987;utility;G06F;Semi-Supervised Learning
9189730;utility;G06N;Reinforcement Learning
9197913;utility;H04L;Supervised Learning
9201869;utility;G06F;Unsupervised Learning
9317958;utility;G06T;Active Learning
9372637;utility;G06N;Unsupervised Learning
9373163;utility;G05B;Reinforcement Learning
9489042;utility;G06F;Supervised Learning
9489042;utility;H04N;Supervised Learning
9495640;utility;G06N;Unsupervised Learning
9507917;utility;A61M;Unsupervised Learning
9536191;utility;G06N;Reinforcement Learning
9576240;utility;G06F;Supervised Learning
9639598;utility;G06Q;Semi-Supervised Learning
9655564;utility;A61B;Unsupervised Learning
9661163;utility;G06N;Supervised Learning
9679258;utility;G06N;Reinforcement Learning
9750450;utility;G06K;Supervised Learning
9750450;utility;G06T;Supervised Learning
9767419;utility;G06Q;Active Learning
9792562;utility;G06N;Semi-Supervised Learning
9799120;utility;G06K;Supervised Learning
9842301;utility;G06N;Supervised Learning
9858327;utility;G06N;Unsupervised Learning
9942085;utility;G06N;Unsupervised Learning
9946933;utility;G06K;Unsupervised Learning
9947314;utility;G06N;Supervised Learning
9947314;utility;G10L;Unsupervised Learning
